idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
3445,train,copula,0,target_copula_att0_opp,panda,pandas,is,are,The kindly panda,The kindly pandas,The kindly panda is,The kindly panda are,The kindly pandas are,The kindly pandas is,4,4
3446,train,copula,0,target_copula_att0_opp,seal,seals,is,are,The bent seal,The bent seals,The bent seal is,The bent seal are,The bent seals are,The bent seals is,4,4
3447,train,copula,0,target_copula_att0_opp,kit,kits,is,are,The coral kit,The coral kits,The coral kit is,The coral kit are,The coral kits are,The coral kits is,4,4
3448,train,copula,0,target_copula_att0_opp,spider,spiders,is,are,The brutal spider,The brutal spiders,The brutal spider is,The brutal spider are,The brutal spiders are,The brutal spiders is,4,4
3449,train,copula,0,target_copula_att0_opp,ray,rays,is,are,The frantic ray,The frantic rays,The frantic ray is,The frantic ray are,The frantic rays are,The frantic rays is,4,4
3450,train,copula,0,target_copula_att0_opp,pup,pups,is,are,The friendly pup,The friendly pups,The friendly pup is,The friendly pup are,The friendly pups are,The friendly pups is,4,4
3451,train,copula,0,target_copula_att0_opp,whale,whales,is,are,The small whale,The small whales,The small whale is,The small whale are,The small whales are,The small whales is,4,4
3452,train,copula,0,target_copula_att0_opp,bird,birds,is,are,The loud bird,The loud birds,The loud bird is,The loud bird are,The loud birds are,The loud birds is,4,4
3453,train,copula,0,target_copula_att0_opp,pup,pups,is,are,The azure pup,The azure pups,The azure pup is,The azure pup are,The azure pups are,The azure pups is,4,4
3454,train,copula,0,target_copula_att0_opp,cat,cats,is,are,The brutal cat,The brutal cats,The brutal cat is,The brutal cat are,The brutal cats are,The brutal cats is,4,4
3455,train,copula,0,target_copula_att0_opp,bat,bats,is,are,The blond bat,The blond bats,The blond bat is,The blond bat are,The blond bats are,The blond bats is,4,4
3456,train,copula,0,target_copula_att0_opp,monitor,monitors,is,are,The sparkling monitor,The sparkling monitors,The sparkling monitor is,The sparkling monitor are,The sparkling monitors are,The sparkling monitors is,4,4
3457,train,copula,0,target_copula_att0_opp,tick,ticks,is,are,The minor tick,The minor ticks,The minor tick is,The minor tick are,The minor ticks are,The minor ticks is,4,4
3458,train,copula,0,target_copula_att0_opp,pup,pups,is,are,The constant pup,The constant pups,The constant pup is,The constant pup are,The constant pups are,The constant pups is,4,4
3459,train,copula,0,target_copula_att0_opp,puppy,puppies,is,are,The gentle puppy,The gentle puppies,The gentle puppy is,The gentle puppy are,The gentle puppies are,The gentle puppies is,4,4
3460,train,copula,0,target_copula_att0_opp,whale,whales,is,are,The erratic whale,The erratic whales,The erratic whale is,The erratic whale are,The erratic whales are,The erratic whales is,4,4
3461,train,copula,0,target_copula_att0_opp,dolphin,dolphins,is,are,The crimson dolphin,The crimson dolphins,The crimson dolphin is,The crimson dolphin are,The crimson dolphins are,The crimson dolphins is,4,4
3462,train,copula,0,target_copula_att0_opp,worm,worms,is,are,The humid worm,The humid worms,The humid worm is,The humid worm are,The humid worms are,The humid worms is,4,4
3463,train,copula,0,target_copula_att0_opp,whale,whales,is,are,The compact whale,The compact whales,The compact whale is,The compact whale are,The compact whales are,The compact whales is,4,4
3464,train,copula,0,target_copula_att0_opp,seal,seals,is,are,The friendly seal,The friendly seals,The friendly seal is,The friendly seal are,The friendly seals are,The friendly seals is,4,4
3465,train,copula,0,target_copula_att0_opp,panda,pandas,is,are,The bulky panda,The bulky pandas,The bulky panda is,The bulky panda are,The bulky pandas are,The bulky pandas is,4,4
3466,train,copula,0,target_copula_att0_opp,calf,calves,is,are,The frail calf,The frail calves,The frail calf is,The frail calf are,The frail calves are,The frail calves is,4,4
3467,train,copula,0,target_copula_att0_opp,cat,cats,is,are,The hairy cat,The hairy cats,The hairy cat is,The hairy cat are,The hairy cats are,The hairy cats is,4,4
3468,train,copula,0,target_copula_att0_opp,spider,spiders,is,are,The hefty spider,The hefty spiders,The hefty spider is,The hefty spider are,The hefty spiders are,The hefty spiders is,4,4
3469,train,copula,0,target_copula_att0_opp,spider,spiders,is,are,The savory spider,The savory spiders,The savory spider is,The savory spider are,The savory spiders are,The savory spiders is,4,4
3470,train,copula,0,target_copula_att0_opp,seal,seals,is,are,The barren seal,The barren seals,The barren seal is,The barren seal are,The barren seals are,The barren seals is,4,4
3471,train,copula,0,target_copula_att0_opp,goat,goats,is,are,The merry goat,The merry goats,The merry goat is,The merry goat are,The merry goats are,The merry goats is,4,4
3472,train,copula,0,target_copula_att0_opp,worm,worms,is,are,The cyan worm,The cyan worms,The cyan worm is,The cyan worm are,The cyan worms are,The cyan worms is,4,4
3473,train,copula,0,target_copula_att0_opp,lion,lions,is,are,The aged lion,The aged lions,The aged lion is,The aged lion are,The aged lions are,The aged lions is,4,4
3474,train,copula,0,target_copula_att0_opp,bear,bears,is,are,The rigid bear,The rigid bears,The rigid bear is,The rigid bear are,The rigid bears are,The rigid bears is,4,4
3475,train,copula,0,target_copula_att0_opp,dog,dogs,is,are,The elegant dog,The elegant dogs,The elegant dog is,The elegant dog are,The elegant dogs are,The elegant dogs is,4,4
3476,train,copula,0,target_copula_att0_opp,bird,birds,is,are,The lonely bird,The lonely birds,The lonely bird is,The lonely bird are,The lonely birds are,The lonely birds is,4,4
3477,train,copula,0,target_copula_att0_opp,spider,spiders,is,are,The rank spider,The rank spiders,The rank spider is,The rank spider are,The rank spiders are,The rank spiders is,4,4
3478,train,copula,0,target_copula_att0_opp,monitor,monitors,is,are,The wide monitor,The wide monitors,The wide monitor is,The wide monitor are,The wide monitors are,The wide monitors is,4,4
3479,train,copula,0,target_copula_att0_opp,puppy,puppies,is,are,The cocoa puppy,The cocoa puppies,The cocoa puppy is,The cocoa puppy are,The cocoa puppies are,The cocoa puppies is,4,4
3480,train,copula,0,target_copula_att0_opp,frog,frogs,is,are,The loud frog,The loud frogs,The loud frog is,The loud frog are,The loud frogs are,The loud frogs is,4,4
3481,train,copula,0,target_copula_att0_opp,lion,lions,is,are,The barred lion,The barred lions,The barred lion is,The barred lion are,The barred lions are,The barred lions is,4,4
3482,train,copula,0,target_copula_att0_opp,seal,seals,is,are,The clear seal,The clear seals,The clear seal is,The clear seal are,The clear seals are,The clear seals is,4,4
3483,train,copula,0,target_copula_att0_opp,calf,calves,is,are,The sour calf,The sour calves,The sour calf is,The sour calf are,The sour calves are,The sour calves is,4,4
3484,train,copula,0,target_copula_att0_opp,whale,whales,is,are,The wild whale,The wild whales,The wild whale is,The wild whale are,The wild whales are,The wild whales is,4,4
3485,train,copula,0,target_copula_att0_opp,ray,rays,is,are,The composed ray,The composed rays,The composed ray is,The composed ray are,The composed rays are,The composed rays is,4,4
3486,train,copula,0,target_copula_att0_opp,bat,bats,is,are,The red bat,The red bats,The red bat is,The red bat are,The red bats are,The red bats is,4,4
3487,train,copula,0,target_copula_att0_opp,whale,whales,is,are,The slow whale,The slow whales,The slow whale is,The slow whale are,The slow whales are,The slow whales is,4,4
3488,train,copula,0,target_copula_att0_opp,frog,frogs,is,are,The mature frog,The mature frogs,The mature frog is,The mature frog are,The mature frogs are,The mature frogs is,4,4
3489,train,copula,0,target_copula_att0_opp,lion,lions,is,are,The tame lion,The tame lions,The tame lion is,The tame lion are,The tame lions are,The tame lions is,4,4
3490,train,copula,0,target_copula_att0_opp,kit,kits,is,are,The lonely kit,The lonely kits,The lonely kit is,The lonely kit are,The lonely kits are,The lonely kits is,4,4
3491,train,copula,0,target_copula_att0_opp,bat,bats,is,are,The coal bat,The coal bats,The coal bat is,The coal bat are,The coal bats are,The coal bats is,4,4
3492,train,copula,0,target_copula_att0_opp,goat,goats,is,are,The worn goat,The worn goats,The worn goat is,The worn goat are,The worn goats are,The worn goats is,4,4
3493,train,copula,0,target_copula_att0_opp,puppy,puppies,is,are,The clear puppy,The clear puppies,The clear puppy is,The clear puppy are,The clear puppies are,The clear puppies is,4,4
3494,train,copula,0,target_copula_att0_opp,bear,bears,is,are,The erratic bear,The erratic bears,The erratic bear is,The erratic bear are,The erratic bears are,The erratic bears is,4,4
3495,train,copula,0,target_copula_att0_opp,worm,worms,is,are,The red worm,The red worms,The red worm is,The red worm are,The red worms are,The red worms is,4,4
3496,train,copula,0,target_copula_att0_opp,puppy,puppies,is,are,The turquoise puppy,The turquoise puppies,The turquoise puppy is,The turquoise puppy are,The turquoise puppies are,The turquoise puppies is,4,4
3497,train,copula,0,target_copula_att0_opp,goat,goats,is,are,The weak goat,The weak goats,The weak goat is,The weak goat are,The weak goats are,The weak goats is,4,4
3498,train,copula,0,target_copula_att0_opp,tick,ticks,is,are,The coal tick,The coal ticks,The coal tick is,The coal tick are,The coal ticks are,The coal ticks is,4,4
3499,train,copula,0,target_copula_att0_opp,dog,dogs,is,are,The lean dog,The lean dogs,The lean dog is,The lean dog are,The lean dogs are,The lean dogs is,4,4
3500,train,copula,1,target_copula_att1_opp,puppy,puppies,is,are,The puppy alongside the pillars,The puppies alongside the pillar,The puppy alongside the pillars is,The puppy alongside the pillars are,The puppies alongside the pillar are,The puppies alongside the pillar is,6,6
3501,train,copula,1,target_copula_att1_opp,bear,bears,is,are,The bear below the bushes,The bears below the bush,The bear below the bushes is,The bear below the bushes are,The bears below the bush are,The bears below the bush is,6,6
3502,train,copula,1,target_copula_att1_opp,dog,dogs,is,are,The dog below the wells,The dogs below the well,The dog below the wells is,The dog below the wells are,The dogs below the well are,The dogs below the well is,6,6
3503,train,copula,1,target_copula_att1_opp,dolphin,dolphins,is,are,The dolphin alongside the bulbs,The dolphins alongside the bulb,The dolphin alongside the bulbs is,The dolphin alongside the bulbs are,The dolphins alongside the bulb are,The dolphins alongside the bulb is,6,6
3504,train,copula,1,target_copula_att1_opp,seal,seals,is,are,The seal beside the slopes,The seals beside the slope,The seal beside the slopes is,The seal beside the slopes are,The seals beside the slope are,The seals beside the slope is,6,6
3505,train,copula,1,target_copula_att1_opp,bear,bears,is,are,The bear below the wells,The bears below the well,The bear below the wells is,The bear below the wells are,The bears below the well are,The bears below the well is,6,6
3506,train,copula,1,target_copula_att1_opp,bat,bats,is,are,The bat alongside the sockets,The bats alongside the socket,The bat alongside the sockets is,The bat alongside the sockets are,The bats alongside the socket are,The bats alongside the socket is,6,6
3507,train,copula,1,target_copula_att1_opp,bear,bears,is,are,The bear beside the bolts,The bears beside the bolt,The bear beside the bolts is,The bear beside the bolts are,The bears beside the bolt are,The bears beside the bolt is,6,6
3508,train,copula,1,target_copula_att1_opp,calf,calves,is,are,The calf opposite the pens,The calves opposite the pen,The calf opposite the pens is,The calf opposite the pens are,The calves opposite the pen are,The calves opposite the pen is,6,6
3509,train,copula,1,target_copula_att1_opp,kit,kits,is,are,The kit below the boilers,The kits below the boiler,The kit below the boilers is,The kit below the boilers are,The kits below the boiler are,The kits below the boiler is,6,6
3510,train,copula,1,target_copula_att1_opp,dog,dogs,is,are,The dog beside the straps,The dogs beside the strap,The dog beside the straps is,The dog beside the straps are,The dogs beside the strap are,The dogs beside the strap is,6,6
3511,train,copula,1,target_copula_att1_opp,puppy,puppies,is,are,The puppy opposite the valves,The puppies opposite the valve,The puppy opposite the valves is,The puppy opposite the valves are,The puppies opposite the valve are,The puppies opposite the valve is,6,6
3512,train,copula,1,target_copula_att1_opp,pup,pups,is,are,The pup alongside the sockets,The pups alongside the socket,The pup alongside the sockets is,The pup alongside the sockets are,The pups alongside the socket are,The pups alongside the socket is,6,6
3513,train,copula,1,target_copula_att1_opp,spider,spiders,is,are,The spider opposite the poles,The spiders opposite the pole,The spider opposite the poles is,The spider opposite the poles are,The spiders opposite the pole are,The spiders opposite the pole is,6,6
3514,train,copula,1,target_copula_att1_opp,monitor,monitors,is,are,The monitor below the locks,The monitors below the lock,The monitor below the locks is,The monitor below the locks are,The monitors below the lock are,The monitors below the lock is,6,6
3515,train,copula,1,target_copula_att1_opp,pup,pups,is,are,The pup around the piles,The pups around the pile,The pup around the piles is,The pup around the piles are,The pups around the pile are,The pups around the pile is,6,6
3516,train,copula,1,target_copula_att1_opp,dolphin,dolphins,is,are,The dolphin beside the wells,The dolphins beside the well,The dolphin beside the wells is,The dolphin beside the wells are,The dolphins beside the well are,The dolphins beside the well is,6,6
3517,train,copula,1,target_copula_att1_opp,ray,rays,is,are,The ray alongside the clocks,The rays alongside the clock,The ray alongside the clocks is,The ray alongside the clocks are,The rays alongside the clock are,The rays alongside the clock is,6,6
3518,train,copula,1,target_copula_att1_opp,puppy,puppies,is,are,The puppy below the columns,The puppies below the column,The puppy below the columns is,The puppy below the columns are,The puppies below the column are,The puppies below the column is,6,6
