idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
973,train,verb,1,target_verb_att1_opp,shark,sharks,coils,coil,The nervous shark past the cars,The nervous sharks past the car,The nervous shark past the cars coils,The nervous shark past the cars coil,The nervous sharks past the car coil,The nervous sharks past the car coils,7,7,a4e57164-0093-4a40-8e3d-4b20b783b3a7,74b0f778-55ed-46e9-a85e-62961c0191e1,e409a243-921c-4da6-88ec-371b962a10da
974,train,verb,1,target_verb_att1_opp,dog,dogs,grows,grow,The quiet dog beneath the walls,The quiet dogs beneath the wall,The quiet dog beneath the walls grows,The quiet dog beneath the walls grow,The quiet dogs beneath the wall grow,The quiet dogs beneath the wall grows,7,7,cae34056-2074-4635-9745-7fd3b1cce415,c8c5b1ab-8eaa-479d-b820-6fc2c085e37c,ec53dbf7-424b-40ce-8e36-317e6a834a07
975,train,verb,1,target_verb_att1_opp,lion,lions,guards,guard,The slender lion past the logs,The slender lions past the log,The slender lion past the logs guards,The slender lion past the logs guard,The slender lions past the log guard,The slender lions past the log guards,7,7,91745cb1-7159-4c0c-9d28-1da0fe4c6fc7,31a13b60-f789-4a84-94bd-96c1e66dcfe2,75977408-2e64-46c5-91de-5d7317715d8a
976,train,verb,1,target_verb_att1_opp,chick,chicks,explores,explore,The calm chick around the belts,The calm chicks around the belt,The calm chick around the belts explores,The calm chick around the belts explore,The calm chicks around the belt explore,The calm chicks around the belt explores,7,7,ebbd1de1-a8d4-4261-aa28-caecbf8d430e,8d8e687b-e0fb-4223-875b-a76011ca80bd,fd955ec9-08d7-4dee-a268-d8803acbe2e9
977,train,verb,1,target_verb_att1_opp,lion,lions,is,are,The nervous lion around the thresholds,The nervous lions around the threshold,The nervous lion around the thresholds is,The nervous lion around the thresholds are,The nervous lions around the threshold are,The nervous lions around the threshold is,7,7,45575b63-3a90-4275-b341-48bd213c60f3,29a6e04e-8e98-4180-97cb-1ed46bca1d47,108cfd49-5e89-4c68-870f-a41ae333c26b
978,train,verb,1,target_verb_att1_opp,bat,bats,disappears,disappear,The fuzzy bat around the tanks,The fuzzy bats around the tank,The fuzzy bat around the tanks disappears,The fuzzy bat around the tanks disappear,The fuzzy bats around the tank disappear,The fuzzy bats around the tank disappears,7,7,d5cdd371-eb57-46fa-aaba-6a7f52ad7afe,a05b5db3-7622-4cac-81b9-34e8fbf13130,e4a2e787-5106-4f6c-aefe-8c853cdabc7b
979,train,verb,1,target_verb_att1_opp,doe,does,is,are,The fuzzy doe around the belts,The fuzzy does around the belt,The fuzzy doe around the belts is,The fuzzy doe around the belts are,The fuzzy does around the belt are,The fuzzy does around the belt is,7,7,95495adc-c36c-4a9b-8bf9-fe14e63b6863,0e86dd2f-c044-4ca8-b9d3-1c24397016e8,1853961b-e4b3-49e8-9a10-555f191c1578
980,train,verb,1,target_verb_att1_opp,turtle,turtles,is,are,The small turtle past the rocks,The small turtles past the rock,The small turtle past the rocks is,The small turtle past the rocks are,The small turtles past the rock are,The small turtles past the rock is,7,7,1fcf815f-87a4-4d74-b5de-25884887db0c,a789964c-4193-48fe-9094-328f32a76cd4,cedf717d-c127-4038-bdb4-46099bd1d2f0
981,train,verb,1,target_verb_att1_opp,kit,kits,captures,capture,The small kit around the towers,The small kits around the tower,The small kit around the towers captures,The small kit around the towers capture,The small kits around the tower capture,The small kits around the tower captures,7,7,ef96ed9e-eb11-4bfc-a21f-dc5bd30e5311,185f2942-4f0a-40a4-9791-d4536493f291,4838ea79-c3b2-42fc-87bb-6989f5870794
982,train,verb,1,target_verb_att1_opp,rat,rats,is,are,The quiet rat past the screws,The quiet rats past the screw,The quiet rat past the screws is,The quiet rat past the screws are,The quiet rats past the screw are,The quiet rats past the screw is,7,7,272e702c-9a58-429d-813d-8d619d0c3bd8,92378ec2-846a-48ea-bc3a-c2d6c5e8c651,047a06df-74c5-4aa7-8a12-5340de56c8b1
983,train,verb,1,target_verb_att1_opp,dolphin,dolphins,curls,curl,The quiet dolphin beneath the chairs,The quiet dolphins beneath the chair,The quiet dolphin beneath the chairs curls,The quiet dolphin beneath the chairs curl,The quiet dolphins beneath the chair curl,The quiet dolphins beneath the chair curls,7,7,f29e773e-d19c-4dab-8247-ee167c215b1f,c6e94b71-200b-48dc-a5b3-b2ece475c259,26cda9da-3c69-4781-8744-f9b4c49cea01
984,train,verb,1,target_verb_att1_opp,frog,frogs,slides,slide,The quiet frog behind the signs,The quiet frogs behind the sign,The quiet frog behind the signs slides,The quiet frog behind the signs slide,The quiet frogs behind the sign slide,The quiet frogs behind the sign slides,7,7,b0010113-aa70-4726-a58f-348552944e6e,3324e6e5-97b9-4657-8492-bb53beff84f7,863fbcf1-d78e-4fb0-a2e7-a7a9e5e9c6c2
985,train,verb,1,target_verb_att1_opp,frog,frogs,hears,hear,The nervous frog behind the rocks,The nervous frogs behind the rock,The nervous frog behind the rocks hears,The nervous frog behind the rocks hear,The nervous frogs behind the rock hear,The nervous frogs behind the rock hears,7,7,ffe8c484-8d25-4c3d-b4ae-66d4ad555930,b2e6eaea-37f3-4fd1-ad0c-51833badbd6c,9668396c-8476-406d-949e-d7f4b3ed488f
986,train,verb,1,target_verb_att1_opp,chick,chicks,is,are,The calm chick past the cables,The calm chicks past the cable,The calm chick past the cables is,The calm chick past the cables are,The calm chicks past the cable are,The calm chicks past the cable is,7,7,0758f7c0-65a0-42b6-87db-1024e4d56109,8f321db4-0f1d-4751-94aa-0d3a22db02f2,f7cde578-ad8a-4e91-9e16-75032d622031
987,train,verb,1,target_verb_att1_opp,dog,dogs,is,are,The fuzzy dog behind the plants,The fuzzy dogs behind the plant,The fuzzy dog behind the plants is,The fuzzy dog behind the plants are,The fuzzy dogs behind the plant are,The fuzzy dogs behind the plant is,7,7,627e2ded-00cc-4a92-8415-b267a6b3a600,1fbb2cc6-a6da-4c82-bb21-118c22a154b5,bc1cfae3-5a26-4fc8-8e02-d25ebe20daf6
988,train,verb,1,target_verb_att1_opp,cock,cocks,is,are,The calm cock outside the piles,The calm cocks outside the pile,The calm cock outside the piles is,The calm cock outside the piles are,The calm cocks outside the pile are,The calm cocks outside the pile is,7,7,e2423d95-961e-4733-a7ac-bca25aca88f0,fafe6223-058f-407c-8f10-1acf979f9cb7,edf72df5-9871-4364-8d2e-04380d4aff0a
989,train,verb,1,target_verb_att1_opp,panda,pandas,is,are,The fuzzy panda beneath the statues,The fuzzy pandas beneath the statue,The fuzzy panda beneath the statues is,The fuzzy panda beneath the statues are,The fuzzy pandas beneath the statue are,The fuzzy pandas beneath the statue is,7,7,df6bb758-ee28-4d4f-a438-8cbb6c7d8d1d,d4cd051d-cb3e-462d-8c0b-eba496f3e82a,cdd6269c-dc0e-4e05-8fa1-d85ce82ebacf
990,train,verb,1,target_verb_att1_opp,chick,chicks,encounters,encounter,The slender chick beneath the carts,The slender chicks beneath the cart,The slender chick beneath the carts encounters,The slender chick beneath the carts encounter,The slender chicks beneath the cart encounter,The slender chicks beneath the cart encounters,7,7,59c9357b-07b8-489a-b69e-1ee6f56a3f97,902e06db-9eae-408f-bedd-5b7dab8772ae,c8fd1b2c-7468-4567-8672-ccfb02e1d14b
991,train,verb,1,target_verb_att1_opp,shark,sharks,is,are,The fuzzy shark outside the stools,The fuzzy sharks outside the stool,The fuzzy shark outside the stools is,The fuzzy shark outside the stools are,The fuzzy sharks outside the stool are,The fuzzy sharks outside the stool is,7,7,7648b3c2-202b-43c3-8fcf-f93a5b3a1b51,28914b8e-0671-48d2-ac81-b9d6fad74867,c11f045f-bb29-44f4-ad61-384a8a16449d
992,train,verb,1,target_verb_att1_opp,dolphin,dolphins,is,are,The nervous dolphin past the cars,The nervous dolphins past the car,The nervous dolphin past the cars is,The nervous dolphin past the cars are,The nervous dolphins past the car are,The nervous dolphins past the car is,7,7,153e5f8d-e572-4135-902a-fac2348eef58,9f0a2fbe-f1b4-40a7-838b-c73586512dd2,3cc42601-02e8-4c0d-a99d-4f44b7a0f6b1
993,train,verb,1,target_verb_att1_opp,rabbit,rabbits,turns,turn,The slender rabbit around the walls,The slender rabbits around the wall,The slender rabbit around the walls turns,The slender rabbit around the walls turn,The slender rabbits around the wall turn,The slender rabbits around the wall turns,7,7,ea7b31f1-e37b-407d-afcf-337d05f9be35,749d728a-13d3-46b7-9c15-9302a1b97bb0,2d0a3d56-1a51-44be-9775-e4f02bc1e8e3
994,train,verb,1,target_verb_att1_opp,bat,bats,is,are,The small bat around the walls,The small bats around the wall,The small bat around the walls is,The small bat around the walls are,The small bats around the wall are,The small bats around the wall is,7,7,23ff8a30-1ae0-48d1-af0a-b2bbdd600261,f9bc005c-69f6-434c-9e74-ac2932e56c4e,258b4220-2a9f-416b-9898-cb29e22fba67
995,train,verb,1,target_verb_att1_opp,turtle,turtles,is,are,The nervous turtle outside the tables,The nervous turtles outside the table,The nervous turtle outside the tables is,The nervous turtle outside the tables are,The nervous turtles outside the table are,The nervous turtles outside the table is,7,7,78dfd8d9-d9d9-489e-bb48-a4dbaa743b58,a138ff4d-198f-4b67-9d02-6f7e686bd48e,07d8f2d0-9746-40c2-be4e-d8a28d1d9fca
996,train,verb,1,target_verb_att1_opp,pup,pups,snaps,snap,The slender pup around the walls,The slender pups around the wall,The slender pup around the walls snaps,The slender pup around the walls snap,The slender pups around the wall snap,The slender pups around the wall snaps,7,7,a2c57c1d-4399-4dc1-8846-94cb1f1d6ca8,5fff5501-ef15-48e1-9136-b8b9132bf2ee,f34810fd-d9e5-4021-8d34-87d11ca62dd7
997,train,verb,1,target_verb_att1_opp,rabbit,rabbits,comes,come,The sleepy rabbit beneath the milestones,The sleepy rabbits beneath the milestone,The sleepy rabbit beneath the milestones comes,The sleepy rabbit beneath the milestones come,The sleepy rabbits beneath the milestone come,The sleepy rabbits beneath the milestone comes,7,7,32953af6-a375-4ae7-8db7-35dfeb135390,c813e1ee-1f5d-4d0f-a70c-6a434b638924,a62f50b1-d70a-4655-a050-36893b28e858
998,train,verb,1,target_verb_att1_opp,panda,pandas,is,are,The calm panda outside the cabins,The calm pandas outside the cabin,The calm panda outside the cabins is,The calm panda outside the cabins are,The calm pandas outside the cabin are,The calm pandas outside the cabin is,7,7,040d3ed8-fac0-4061-9cb7-7922a1ccf144,918fee22-8b4c-4e2e-ac34-b200abe9fe29,3b0ea4c9-d08d-47e5-8195-d94b36feffae
999,train,verb,1,target_verb_att1_opp,pup,pups,observes,observe,The quiet pup around the dams,The quiet pups around the dam,The quiet pup around the dams observes,The quiet pup around the dams observe,The quiet pups around the dam observe,The quiet pups around the dam observes,7,7,a82866a0-f279-4a8b-aa9e-0d759065d727,469f1eec-30d2-4e40-b232-76d43ca0b3f8,58be2096-cb46-465b-b443-819955704ef4
1000,train,verb,1,target_verb_att1_opp,cock,cocks,feels,feel,The calm cock beneath the boxes,The calm cocks beneath the box,The calm cock beneath the boxes feels,The calm cock beneath the boxes feel,The calm cocks beneath the box feel,The calm cocks beneath the box feels,7,7,bdb1813f-231f-4599-8a30-681f19019332,0c14171c-f4fb-443c-82fa-5cc9cc5e0d38,94dd3814-fc01-4ab4-a317-bc4e37206eba
1001,train,verb,1,target_verb_att1_opp,turtle,turtles,pulls,pull,The fuzzy turtle around the tanks,The fuzzy turtles around the tank,The fuzzy turtle around the tanks pulls,The fuzzy turtle around the tanks pull,The fuzzy turtles around the tank pull,The fuzzy turtles around the tank pulls,7,7,a7f953d3-294e-41ba-bf82-04eef7f03c8c,9db85e30-10e1-479d-8b30-869c18dece93,76504d56-645a-4e3a-95d3-5144d8b8b91e
1002,train,verb,1,target_verb_att1_opp,horse,horses,is,are,The bright horse past the boxes,The bright horses past the box,The bright horse past the boxes is,The bright horse past the boxes are,The bright horses past the box are,The bright horses past the box is,7,7,4423a15e-901b-4103-a3cf-8051f4b54534,d2f4c913-4ec9-48d3-baaa-811a7b64306e,04fcd697-6052-443d-93c7-8bb2b6af6e31
1003,train,verb,1,target_verb_att1_opp,panda,pandas,stretches,stretch,The fuzzy panda around the tanks,The fuzzy pandas around the tank,The fuzzy panda around the tanks stretches,The fuzzy panda around the tanks stretch,The fuzzy pandas around the tank stretch,The fuzzy pandas around the tank stretches,7,7,4b5cae17-b010-4965-9811-318f7c775dfb,4ef38972-8d23-4e7d-86fd-ee28039b765f,43c7c890-d20f-4481-9a60-593ed4ef9217
1004,train,verb,1,target_verb_att1_opp,monitor,monitors,is,are,The slender monitor beneath the logs,The slender monitors beneath the log,The slender monitor beneath the logs is,The slender monitor beneath the logs are,The slender monitors beneath the log are,The slender monitors beneath the log is,7,7,805e1eb7-8d39-4f3f-a890-f506f547a96d,7b12a7d4-9655-4882-b226-a9936d6db8d7,c1cc1395-88e1-4097-8d5a-9199a640fe5f
1005,train,verb,1,target_verb_att1_opp,dolphin,dolphins,is,are,The quiet dolphin behind the rushes,The quiet dolphins behind the rush,The quiet dolphin behind the rushes is,The quiet dolphin behind the rushes are,The quiet dolphins behind the rush are,The quiet dolphins behind the rush is,7,7,7c910d9a-32ce-4c37-9d84-c67a754479f7,7c1fe06c-5f83-4fce-9f14-66181a106246,eb0b84ff-19eb-48fe-b517-51d211f0f6bd
1006,train,verb,1,target_verb_att1_opp,dolphin,dolphins,is,are,The sleepy dolphin past the vines,The sleepy dolphins past the vine,The sleepy dolphin past the vines is,The sleepy dolphin past the vines are,The sleepy dolphins past the vine are,The sleepy dolphins past the vine is,7,7,39e47ca4-71e0-4a8d-a358-008954d065bc,e3c15b38-d336-4776-a404-a94c441f816e,2e5ab94e-67da-4054-9253-10d26072c5b1
1007,train,verb,1,target_verb_att1_opp,lion,lions,is,are,The timid lion beneath the walls,The timid lions beneath the wall,The timid lion beneath the walls is,The timid lion beneath the walls are,The timid lions beneath the wall are,The timid lions beneath the wall is,7,7,a6358926-d0d2-4960-ae6d-e5d3338cff91,b7fed0fd-a6fa-4fd2-8cbb-ebe1b2353556,cfba2d26-48a5-4221-b2e4-7f00d9cba6a4
1008,train,verb,1,target_verb_att1_opp,monitor,monitors,is,are,The bright monitor behind the clocks,The bright monitors behind the clock,The bright monitor behind the clocks is,The bright monitor behind the clocks are,The bright monitors behind the clock are,The bright monitors behind the clock is,7,7,6ab29f15-7259-4805-8469-7a357e354786,610a1c31-24af-4b0b-83be-ce2664bfa211,e39d8433-26a6-448d-96c5-131891a55b71
1009,train,verb,1,target_verb_att1_opp,whale,whales,is,are,The slender whale around the towers,The slender whales around the tower,The slender whale around the towers is,The slender whale around the towers are,The slender whales around the tower are,The slender whales around the tower is,7,7,bc69dade-882d-41b0-9044-5fc0f2b9d964,17304800-bc44-4f30-acc0-8591eb678714,f765bb8a-597e-48ad-8891-11f795fec65b
1010,train,verb,1,target_verb_att1_opp,panda,pandas,is,are,The fuzzy panda outside the pots,The fuzzy pandas outside the pot,The fuzzy panda outside the pots is,The fuzzy panda outside the pots are,The fuzzy pandas outside the pot are,The fuzzy pandas outside the pot is,7,7,88af0b1a-3459-4bb8-82c5-34f72cef226b,46d05cea-53a0-46f8-8420-a545b665715a,ac7ae767-cb57-475b-bc4f-322ec8a0b947
1011,train,verb,1,target_verb_att1_opp,kitten,kittens,moves,move,The fuzzy kitten past the rocks,The fuzzy kittens past the rock,The fuzzy kitten past the rocks moves,The fuzzy kitten past the rocks move,The fuzzy kittens past the rock move,The fuzzy kittens past the rock moves,7,7,f4ee0b5e-f248-4b2c-90a8-a9e103492a03,88111fa5-6c6d-4b57-905a-1cc55dd253b4,fc69555c-7b37-4367-a190-c481f249e968
1012,train,verb,1,target_verb_att1_opp,dolphin,dolphins,is,are,The slender dolphin behind the plants,The slender dolphins behind the plant,The slender dolphin behind the plants is,The slender dolphin behind the plants are,The slender dolphins behind the plant are,The slender dolphins behind the plant is,7,7,cf597c54-57cd-4b25-83ac-13185f0dd633,fd4913b4-c032-43b8-a475-ea8ff207f355,3fb4f846-6651-4a6a-9a45-bb4e2c065a90
1013,train,verb,1,target_verb_att1_opp,turtle,turtles,moves,move,The bright turtle past the nests,The bright turtles past the nest,The bright turtle past the nests moves,The bright turtle past the nests move,The bright turtles past the nest move,The bright turtles past the nest moves,7,7,2ceffa64-f723-4514-95e4-bdeb8b292166,eda500c8-0e5b-4657-8fd9-ef9377aebe34,2f5c1d17-20fd-4c4f-b7f9-8bd64e1b37b3
1014,train,verb,1,target_verb_att1_opp,monitor,monitors,is,are,The fuzzy monitor beneath the boilers,The fuzzy monitors beneath the boiler,The fuzzy monitor beneath the boilers is,The fuzzy monitor beneath the boilers are,The fuzzy monitors beneath the boiler are,The fuzzy monitors beneath the boiler is,7,7,c97279ed-49f7-415a-9006-80831895b6bd,78daaec1-c5ad-458d-8a38-61adb210a3b6,0f678be8-c2a1-406e-9293-f2cdbc51f46c
