idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
570,test,verb,0,target_verb_att0_opp,[wug],[wugs],threads,thread,The round [wug],The round [wugs],The round [wug] threads,The round [wug] thread,The round [wugs] thread,The round [wugs] threads,7,7,ba8bd4e9-fd06-4164-9fce-090787c9f13e,ddbf91ce-3582-41ad-aa0e-ecab252687c1,1535d1c3-a708-4ad0-b46d-1f385686eeff
571,test,verb,0,target_verb_att0_opp,[wug],[wugs],lowers,lower,The lively [wug],The lively [wugs],The lively [wug] lowers,The lively [wug] lower,The lively [wugs] lower,The lively [wugs] lowers,7,7,84a5f5cd-2a7c-442f-b624-de2789c29291,0242cb46-9a37-443d-9925-b7dab13d78d4,fbaa55f2-4dad-4cc8-8ed5-554f04726757
572,test,verb,0,target_verb_att0_opp,[wug],[wugs],hides,hide,The clever [wug],The clever [wugs],The clever [wug] hides,The clever [wug] hide,The clever [wugs] hide,The clever [wugs] hides,7,7,9c7adb88-7b0c-4f8b-bd1a-39bdedb9a095,fcb04eb1-af1b-4b59-9c48-6967c42d15a4,a8fbcf6e-e90b-44cf-8715-52b6dd58b2a5
573,test,verb,0,target_verb_att0_opp,[wug],[wugs],waits,wait,The spotted [wug],The spotted [wugs],The spotted [wug] waits,The spotted [wug] wait,The spotted [wugs] wait,The spotted [wugs] waits,7,7,0695c7e0-a0d0-49cd-aa5b-f69e0c4a2ed1,d8e113db-cbca-40f6-8583-4fb70a760350,b0ab67e6-17bf-48b1-8165-6fa7afadec1f
574,test,verb,0,target_verb_att0_opp,[wug],[wugs],follows,follow,The wary [wug],The wary [wugs],The wary [wug] follows,The wary [wug] follow,The wary [wugs] follow,The wary [wugs] follows,7,7,8599f589-79d5-4de2-ab6f-ca7885f4d303,99fa7f8b-9746-42ea-940f-4dae658cef85,d004280a-58d9-4bc4-9a77-e4e5d9050964
575,test,verb,0,target_verb_att0_opp,[wug],[wugs],waits,wait,The sturdy [wug],The sturdy [wugs],The sturdy [wug] waits,The sturdy [wug] wait,The sturdy [wugs] wait,The sturdy [wugs] waits,7,7,3876ee3f-992e-4b5d-84f6-137ee70b54d2,e7f54455-f3fa-4813-8d42-0b704f9d2396,a395a294-b4b6-4457-ae26-680931991f26
576,test,verb,0,target_verb_att0_opp,[wug],[wugs],clusters,cluster,The graceful [wug],The graceful [wugs],The graceful [wug] clusters,The graceful [wug] cluster,The graceful [wugs] cluster,The graceful [wugs] clusters,7,7,c9e3ea43-ab87-47c4-b2a2-b4be59b2f039,7799e55e-80c0-4794-9736-9813a2d078d1,17ff6690-bc18-4ac5-942b-911ea81b46c9
577,test,verb,0,target_verb_att0_opp,[wug],[wugs],finds,find,The sturdy [wug],The sturdy [wugs],The sturdy [wug] finds,The sturdy [wug] find,The sturdy [wugs] find,The sturdy [wugs] finds,7,7,62566ac4-a9e7-4d40-b5cb-19d4e34a9805,a3f21e26-168a-4cd3-a981-0a7bbb6fe73a,0790e108-0e6e-4b05-86a4-87a585bd2cd7
578,test,verb,0,target_verb_att0_opp,[wug],[wugs],sleeps,sleep,The sturdy [wug],The sturdy [wugs],The sturdy [wug] sleeps,The sturdy [wug] sleep,The sturdy [wugs] sleep,The sturdy [wugs] sleeps,7,7,054d030c-3ed6-4030-8781-4f06093d0fe6,1d716134-92d0-46a4-8c5e-547e032df86e,7b715d95-d3e2-4423-8910-6d13684b67a4
579,test,verb,0,target_verb_att0_opp,[wug],[wugs],searches,search,The fierce [wug],The fierce [wugs],The fierce [wug] searches,The fierce [wug] search,The fierce [wugs] search,The fierce [wugs] searches,7,7,4e17f65d-ad40-488b-af91-8b41d8d76c48,ddea3be5-4be7-46d4-98ab-e473984b1ac8,82a3c3a0-4d16-41db-a92d-e17ecbe58b8e
580,test,verb,0,target_verb_att0_opp,[wug],[wugs],taps,tap,The tiny [wug],The tiny [wugs],The tiny [wug] taps,The tiny [wug] tap,The tiny [wugs] tap,The tiny [wugs] taps,7,7,c136099f-46fe-4854-96c6-711250a1ae88,496a45b7-465b-4019-a22f-8fca88fa8e18,18ef9f7d-1ffd-41cf-8002-fd63eb01859f
581,test,verb,0,target_verb_att0_opp,[wug],[wugs],searches,search,The wary [wug],The wary [wugs],The wary [wug] searches,The wary [wug] search,The wary [wugs] search,The wary [wugs] searches,7,7,a1330155-d6b2-44c7-8d13-f1c50760b493,2b7cecc8-be07-4612-8019-f03c385b338b,22e75ffa-51fd-4db6-8e9c-17aaf583f7fe
582,test,verb,0,target_verb_att0_opp,[wug],[wugs],brushes,brush,The tiny [wug],The tiny [wugs],The tiny [wug] brushes,The tiny [wug] brush,The tiny [wugs] brush,The tiny [wugs] brushes,7,7,d5b646e5-3dd2-4e00-927c-f23b9970ef65,b2ab9dbf-e2c7-49d8-aeab-f348f19c2509,6331a8a3-98ec-470d-b091-2a4e82486758
583,test,verb,0,target_verb_att0_opp,[wug],[wugs],runs,run,The spotted [wug],The spotted [wugs],The spotted [wug] runs,The spotted [wug] run,The spotted [wugs] run,The spotted [wugs] runs,7,7,d0aebf20-2a9c-4242-91ba-2428ea2f335b,1c0a6de4-5a73-459a-ab82-92d3c03ee019,66b0da25-f7d5-4572-bc40-23df44bf01b4
584,test,verb,0,target_verb_att0_opp,[wug],[wugs],catches,catch,The bold [wug],The bold [wugs],The bold [wug] catches,The bold [wug] catch,The bold [wugs] catch,The bold [wugs] catches,7,7,b9ad3a50-b2b8-4d67-ae92-fd124bf4646a,6ed9da39-0782-42ac-a9fb-a498c65158da,2202a9cf-ce7b-4094-8599-ee5bb15abb58
585,test,verb,0,target_verb_att0_opp,[wug],[wugs],rolls,roll,The wary [wug],The wary [wugs],The wary [wug] rolls,The wary [wug] roll,The wary [wugs] roll,The wary [wugs] rolls,7,7,0be8dd55-1fcd-42a5-8b1c-eebd2080dc4b,cf1499f6-a3d5-4aac-aaf5-e5b01b51c561,b93e2323-ace5-4930-a061-7c53485f63a9
586,test,verb,0,target_verb_att0_opp,[wug],[wugs],defends,defend,The gentle [wug],The gentle [wugs],The gentle [wug] defends,The gentle [wug] defend,The gentle [wugs] defend,The gentle [wugs] defends,7,7,1fadb123-dff2-4de0-ad78-837bc4e0c525,468395b8-5c22-4c30-bb52-e740adc4611a,57891a2a-411d-42ff-95a4-621adfe80d29
587,test,verb,0,target_verb_att0_opp,[wug],[wugs],tears,tear,The gentle [wug],The gentle [wugs],The gentle [wug] tears,The gentle [wug] tear,The gentle [wugs] tear,The gentle [wugs] tears,7,7,6ed11ca8-287e-47aa-8928-edfd6c30f749,5c7f3cf3-a80f-411b-ab52-e3a88c176e84,05dfdfff-802a-4a5d-a50f-ba6e96d18f71
588,test,verb,0,target_verb_att0_opp,[wug],[wugs],flips,flip,The wary [wug],The wary [wugs],The wary [wug] flips,The wary [wug] flip,The wary [wugs] flip,The wary [wugs] flips,7,7,af02e362-be6d-4651-99a6-2a18839c06bb,f72c6582-6eab-4aaf-959b-1190e31e0fc4,52cc1151-3ebc-49ea-bdaa-72b766c5cdbf
589,test,verb,0,target_verb_att0_opp,[wug],[wugs],builds,build,The shy [wug],The shy [wugs],The shy [wug] builds,The shy [wug] build,The shy [wugs] build,The shy [wugs] builds,7,7,b41bd3c8-55c4-4529-9134-943b269f08bb,f6b0709e-ac9d-42d6-b355-2b948c3c1a83,e497606d-bee7-40f3-9d7e-4405d31bbddd
590,test,verb,0,target_verb_att0_opp,[wug],[wugs],stares,stare,The bold [wug],The bold [wugs],The bold [wug] stares,The bold [wug] stare,The bold [wugs] stare,The bold [wugs] stares,7,7,b5d289b6-1c68-46f4-8181-4b9a76cf2e80,c0ff7d90-3359-414d-b89c-473e71cf3f2f,efcc6703-852c-45c4-aad7-b740d12c217d
591,test,verb,0,target_verb_att0_opp,[wug],[wugs],emerges,emerge,The fierce [wug],The fierce [wugs],The fierce [wug] emerges,The fierce [wug] emerge,The fierce [wugs] emerge,The fierce [wugs] emerges,7,7,efd2cfef-d309-41f7-90a3-47f7d5ad96af,0cd01b50-eccb-4552-9f0b-4205bd54fb2b,4936674b-fed2-4714-bd64-4316ccd8ca47
592,test,verb,0,target_verb_att0_opp,[wug],[wugs],sleeps,sleep,The bold [wug],The bold [wugs],The bold [wug] sleeps,The bold [wug] sleep,The bold [wugs] sleep,The bold [wugs] sleeps,7,7,4594a5e2-5541-4464-8046-1d6fd87612ac,1bb7b009-d4d6-47c7-b280-d55b5e8bcdf2,ab4ba2cc-af4d-4c1b-8007-fa5685426fd4
593,test,verb,0,target_verb_att0_opp,[wug],[wugs],threatens,threaten,The sturdy [wug],The sturdy [wugs],The sturdy [wug] threatens,The sturdy [wug] threaten,The sturdy [wugs] threaten,The sturdy [wugs] threatens,7,7,a5234805-6229-4d27-bcff-3d245d06ffcc,34e6b6c4-6a69-4a24-99b9-a28555717b77,b9b50883-c761-434d-b401-f171c54610bc
594,test,verb,0,target_verb_att0_opp,[wug],[wugs],spills,spill,The clumsy [wug],The clumsy [wugs],The clumsy [wug] spills,The clumsy [wug] spill,The clumsy [wugs] spill,The clumsy [wugs] spills,7,7,03991580-2c17-49f2-ad2a-4cd77d252c05,9509e50e-4021-47b9-b9b9-ffd5455c907c,d6987217-1322-4d34-95d1-da1330559fd7
595,test,verb,0,target_verb_att0_opp,[wug],[wugs],communicates,communicate,The fierce [wug],The fierce [wugs],The fierce [wug] communicates,The fierce [wug] communicate,The fierce [wugs] communicate,The fierce [wugs] communicates,7,7,deba7c91-0d69-4ef1-a4ef-a3c18a3471ea,1239d0c7-a8e4-4c56-8746-f1129f159a93,daa0c252-ae5c-4594-94bc-5b4ce62b2838
596,test,verb,0,target_verb_att0_opp,[wug],[wugs],clusters,cluster,The wary [wug],The wary [wugs],The wary [wug] clusters,The wary [wug] cluster,The wary [wugs] cluster,The wary [wugs] clusters,7,7,e991bed7-23da-4b23-b01b-86ec295a673b,139f1a63-759b-44eb-a91a-12e3e755d0cf,5546e5ef-fa2b-4ddc-bb00-01432b49fcd1
597,test,verb,0,target_verb_att0_opp,[wug],[wugs],digs,dig,The bold [wug],The bold [wugs],The bold [wug] digs,The bold [wug] dig,The bold [wugs] dig,The bold [wugs] digs,7,7,17c46f8e-ab36-4200-aa57-91df0577b5db,84188979-4031-469f-ae46-466d8815251f,a0e2c52f-cf6f-4066-835e-08be55516e75
598,test,verb,0,target_verb_att0_opp,[wug],[wugs],cleans,clean,The gentle [wug],The gentle [wugs],The gentle [wug] cleans,The gentle [wug] clean,The gentle [wugs] clean,The gentle [wugs] cleans,7,7,a8fa78af-7559-4508-91ff-9907bced03f1,f803be5b-3942-43b2-b26b-8b3103da0ee9,2450bb17-61f4-46aa-a18c-114d2ba1f4f3
599,test,verb,0,target_verb_att0_opp,[wug],[wugs],hops,hop,The wary [wug],The wary [wugs],The wary [wug] hops,The wary [wug] hop,The wary [wugs] hop,The wary [wugs] hops,7,7,67cbb503-d351-4b3b-8992-23531f2cd338,b6843e33-c61f-4cb4-a407-48e457ebac49,6520f823-c626-49fd-871d-66d85d2228c2
600,test,verb,0,target_verb_att0_opp,[wug],[wugs],watches,watch,The round [wug],The round [wugs],The round [wug] watches,The round [wug] watch,The round [wugs] watch,The round [wugs] watches,7,7,12dc3b4a-3df1-4be3-9202-5fa07931f6b9,6751c514-0118-44c6-9728-1f19b4e74826,a8410cdb-a885-4f11-8dc3-23601c4935b8
601,test,verb,0,target_verb_att0_opp,[wug],[wugs],tastes,taste,The wary [wug],The wary [wugs],The wary [wug] tastes,The wary [wug] taste,The wary [wugs] taste,The wary [wugs] tastes,7,7,39b956a7-5309-4672-b9e5-e6e743c130e5,e591fac2-ab3b-42f4-ad6a-83cc8545e240,0f7590ca-dc9a-4d25-a5fc-f870807f7334
602,test,verb,0,target_verb_att0_opp,[wug],[wugs],holds,hold,The shy [wug],The shy [wugs],The shy [wug] holds,The shy [wug] hold,The shy [wugs] hold,The shy [wugs] holds,7,7,703a541e-9547-43d3-b666-af501df61080,2f27caec-a938-4e5a-b1d8-2d4e2681b912,71854192-f090-451e-82ec-95a281a924f3
603,test,verb,0,target_verb_att0_opp,[wug],[wugs],cleans,clean,The curious [wug],The curious [wugs],The curious [wug] cleans,The curious [wug] clean,The curious [wugs] clean,The curious [wugs] cleans,7,7,716590c3-364c-488e-9fb0-c27a4ebcb194,771cc3cf-028c-4e2d-a344-84bee7ebc685,849c50ba-a597-4698-88db-d4d79c920b89
604,test,verb,0,target_verb_att0_opp,[wug],[wugs],hides,hide,The shy [wug],The shy [wugs],The shy [wug] hides,The shy [wug] hide,The shy [wugs] hide,The shy [wugs] hides,7,7,f287343b-9c14-4cac-90fc-52a95002ace9,99d86476-78af-4686-a277-821bf565e458,6180e119-98f8-48c9-ac33-2b970afa5032
605,test,verb,0,target_verb_att0_opp,[wug],[wugs],digs,dig,The wary [wug],The wary [wugs],The wary [wug] digs,The wary [wug] dig,The wary [wugs] dig,The wary [wugs] digs,7,7,f867411d-770b-4595-948e-71462d63364a,583fe385-c6f2-4c86-83fa-3bd79555cb1a,b05c849f-d409-4d22-893a-9631a88b1b00
606,test,verb,0,target_verb_att0_opp,[wug],[wugs],roots,root,The clumsy [wug],The clumsy [wugs],The clumsy [wug] roots,The clumsy [wug] root,The clumsy [wugs] root,The clumsy [wugs] roots,7,7,ccdfad10-7ff9-4e2a-9a86-a346421a4bd4,cd731087-e3e5-423f-b22c-fae118cc1c33,8692c40d-31be-4e18-8190-a2de4b5e5a77
607,test,verb,0,target_verb_att0_opp,[wug],[wugs],flips,flip,The gentle [wug],The gentle [wugs],The gentle [wug] flips,The gentle [wug] flip,The gentle [wugs] flip,The gentle [wugs] flips,7,7,de6ff2f2-6bb1-4b1d-8470-323897e4a905,fbb0e008-4b6a-4b03-87df-b17a91050b1a,3a4a8c16-040b-42f8-ba07-f152e3da615a
608,test,verb,0,target_verb_att0_opp,[wug],[wugs],follows,follow,The curious [wug],The curious [wugs],The curious [wug] follows,The curious [wug] follow,The curious [wugs] follow,The curious [wugs] follows,7,7,e78b8580-7843-444c-b685-a78f9308d72f,f0f61f97-6be4-46f6-aaff-59408c2bb8d2,fa1d5eb2-4a90-450f-b014-e13e835917b4
609,test,verb,0,target_verb_att0_opp,[wug],[wugs],lies,lie,The sturdy [wug],The sturdy [wugs],The sturdy [wug] lies,The sturdy [wug] lie,The sturdy [wugs] lie,The sturdy [wugs] lies,7,7,b85d4317-384b-47ec-8a05-482f0750ce69,9be33ca9-c781-4c96-876a-36f581f421f9,8a001ac6-5c42-4e43-84c6-3808fd6b8140
610,test,verb,0,target_verb_att0_opp,[wug],[wugs],builds,build,The clumsy [wug],The clumsy [wugs],The clumsy [wug] builds,The clumsy [wug] build,The clumsy [wugs] build,The clumsy [wugs] builds,7,7,e79765fe-cb46-48cb-9c19-d2f58acb2ed2,a2318c0c-daa1-4874-b8ac-a106cc34eba5,9ad85430-0a30-4008-9069-19f8a443d409
611,test,verb,0,target_verb_att0_opp,[wug],[wugs],lies,lie,The bold [wug],The bold [wugs],The bold [wug] lies,The bold [wug] lie,The bold [wugs] lie,The bold [wugs] lies,7,7,7b6e3728-a271-4fff-a7be-ef594ef0a9e1,966b97e1-4341-4f82-9711-07fff90eac7e,2d50c174-6145-456a-985a-ce1367d869f2
612,test,verb,0,target_verb_att0_opp,[wug],[wugs],knows,know,The gentle [wug],The gentle [wugs],The gentle [wug] knows,The gentle [wug] know,The gentle [wugs] know,The gentle [wugs] knows,7,7,d7c8473e-3f4d-4f4d-a812-8a5089954ed3,c0215ec6-f895-4bc7-af49-b13d6eec6b94,2b55675f-f305-4cb8-b782-cb28a82ed830
613,test,verb,0,target_verb_att0_opp,[wug],[wugs],follows,follow,The sturdy [wug],The sturdy [wugs],The sturdy [wug] follows,The sturdy [wug] follow,The sturdy [wugs] follow,The sturdy [wugs] follows,7,7,eab9584a-a562-4620-a2f8-c29c584e2a9b,cd23d66b-c85d-439c-a59e-01286de7f450,52f4c75f-0b6b-4dba-bfdd-562a8435d3a1
614,test,verb,0,target_verb_att0_opp,[wug],[wugs],appears,appear,The graceful [wug],The graceful [wugs],The graceful [wug] appears,The graceful [wug] appear,The graceful [wugs] appear,The graceful [wugs] appears,7,7,832e162e-250e-41f4-8373-3394914a758f,cde7e666-200b-45ad-8287-f7ced34721ce,435d776d-f2a7-4b5f-be52-27f21a376778
615,test,verb,0,target_verb_att0_opp,[wug],[wugs],hops,hop,The graceful [wug],The graceful [wugs],The graceful [wug] hops,The graceful [wug] hop,The graceful [wugs] hop,The graceful [wugs] hops,7,7,c25c91fd-75d8-4b17-9db7-6ee7000670e7,a48b4919-20ed-40b6-89a0-70316c97f418,aa3cce5e-79a1-4f4e-a86e-d4299b77d443
616,test,verb,0,target_verb_att0_opp,[wug],[wugs],answers,answer,The wary [wug],The wary [wugs],The wary [wug] answers,The wary [wug] answer,The wary [wugs] answer,The wary [wugs] answers,7,7,d3a0ce2d-49f7-4de0-9f23-76e77bcb9481,ff1c5464-a675-4e7a-a553-07cfefade8f4,afed92d5-989b-492d-a351-bb69337f70c9
617,test,verb,0,target_verb_att0_opp,[wug],[wugs],follows,follow,The tiny [wug],The tiny [wugs],The tiny [wug] follows,The tiny [wug] follow,The tiny [wugs] follow,The tiny [wugs] follows,7,7,3e9e5e84-3dea-478a-a795-199f72f966e0,f6f7fef5-ee14-43d4-8507-36dbd44826b5,19103822-dc3b-4c70-bcb5-c92b963d0cce
618,test,verb,0,target_verb_att0_opp,[wug],[wugs],lowers,lower,The round [wug],The round [wugs],The round [wug] lowers,The round [wug] lower,The round [wugs] lower,The round [wugs] lowers,7,7,fe231706-051c-4a8e-bb98-e3e8d3cb6b08,99f5c126-bac2-4a62-abc1-fea1e01dbe86,01711307-fe8a-4c8b-9065-eec27282535d
619,test,verb,0,target_verb_att0_opp,[wug],[wugs],sits,sit,The clever [wug],The clever [wugs],The clever [wug] sits,The clever [wug] sit,The clever [wugs] sit,The clever [wugs] sits,7,7,72fc85cf-4dc5-41a5-b605-f6962cd8e55a,41d51d01-2c6b-47c9-a416-72a420cef089,8c4bdec0-8c65-4a9a-b093-9459fd77fa2d
620,test,verb,0,target_verb_att0_opp,[wug],[wugs],finds,find,The clumsy [wug],The clumsy [wugs],The clumsy [wug] finds,The clumsy [wug] find,The clumsy [wugs] find,The clumsy [wugs] finds,7,7,3b446ff0-fd94-465a-b025-4ebd708147ff,dc375de9-1d93-4299-a4a1-aff151208501,a85bd087-2662-4228-89d4-f270fa4a92b4
621,test,verb,0,target_verb_att0_opp,[wug],[wugs],shares,share,The strange [wug],The strange [wugs],The strange [wug] shares,The strange [wug] share,The strange [wugs] share,The strange [wugs] shares,7,7,631ef5d9-9efd-4397-acec-5becd094d96c,ea1bf135-6fb0-46f9-9539-7448708516d0,3b22179f-85e7-4bea-a525-d748eab101f4
622,test,verb,0,target_verb_att0_opp,[wug],[wugs],escorts,escort,The gentle [wug],The gentle [wugs],The gentle [wug] escorts,The gentle [wug] escort,The gentle [wugs] escort,The gentle [wugs] escorts,7,7,a67b703e-381b-4eb8-87e4-09b982645e48,3f8f0f1e-291d-42a5-805f-602d1b3afab8,463c9232-b122-4898-aa9a-939eb4003f52
623,test,verb,0,target_verb_att0_opp,[wug],[wugs],searches,search,The gentle [wug],The gentle [wugs],The gentle [wug] searches,The gentle [wug] search,The gentle [wugs] search,The gentle [wugs] searches,7,7,3a150523-f01a-498a-98d0-9ad05a32e015,751c6fb5-7b38-4fd7-8639-5c17ae0a7969,da3b1e40-8158-4cb5-8e1e-02e9bf44ef21
624,test,verb,0,target_verb_att0_opp,[wug],[wugs],hides,hide,The round [wug],The round [wugs],The round [wug] hides,The round [wug] hide,The round [wugs] hide,The round [wugs] hides,7,7,2d721f1a-71d7-4d39-9129-adedde7718ff,91e64bc4-4ea9-4a6d-a7b8-ddcdd168b7fd,75c95c2b-ad09-4ddc-8c01-abed58039499
625,test,verb,0,target_verb_att0_opp,[wug],[wugs],runs,run,The sturdy [wug],The sturdy [wugs],The sturdy [wug] runs,The sturdy [wug] run,The sturdy [wugs] run,The sturdy [wugs] runs,7,7,3de55276-a137-49cf-824a-8f68cfbb3092,da8afdf9-2531-4a4c-b2a6-c2cafd68d0ab,5b1d7738-3636-4fe4-90e5-0dd29f727881
626,test,verb,0,target_verb_att0_opp,[wug],[wugs],sleeps,sleep,The strange [wug],The strange [wugs],The strange [wug] sleeps,The strange [wug] sleep,The strange [wugs] sleep,The strange [wugs] sleeps,7,7,517610de-e041-483f-afc8-2d225c5419ef,c011ac6e-2dd2-4551-b013-43d175dd0991,65370d36-9550-4e1e-98eb-7c6a487b72bf
627,test,verb,0,target_verb_att0_opp,[wug],[wugs],surrounds,surround,The clumsy [wug],The clumsy [wugs],The clumsy [wug] surrounds,The clumsy [wug] surround,The clumsy [wugs] surround,The clumsy [wugs] surrounds,7,7,384a7daf-f512-4f45-8a8a-daf1489d12a2,5851c3ed-9a87-4f88-accc-0253d332d5d2,d4c92c78-e888-4abc-af1e-4909891d1e41
628,test,verb,0,target_verb_att0_opp,[wug],[wugs],carries,carry,The tiny [wug],The tiny [wugs],The tiny [wug] carries,The tiny [wug] carry,The tiny [wugs] carry,The tiny [wugs] carries,7,7,e61e4f4b-3a13-4157-8187-3a214652856e,9467b800-a423-4753-a077-172d1c15f1a8,169eb3e8-a88a-4f34-9232-20234694ff2d
629,test,verb,0,target_verb_att0_opp,[wug],[wugs],watches,watch,The clumsy [wug],The clumsy [wugs],The clumsy [wug] watches,The clumsy [wug] watch,The clumsy [wugs] watch,The clumsy [wugs] watches,7,7,b682cf2f-df60-4a65-9e27-9c053de00a70,0abf586f-670e-42c1-b231-cbc5deb94e85,04395acc-54e9-42c4-a0fa-599ce0627c37
630,test,verb,0,target_verb_att0_opp,[wug],[wugs],carries,carry,The curious [wug],The curious [wugs],The curious [wug] carries,The curious [wug] carry,The curious [wugs] carry,The curious [wugs] carries,7,7,eb5c6db8-e867-4c76-869c-d866429928ea,baac9a93-5276-4146-8700-59d3d63f3969,9ae5c73c-d4d0-4ef5-b499-c8fac0212018
631,test,verb,0,target_verb_att0_opp,[wug],[wugs],answers,answer,The fierce [wug],The fierce [wugs],The fierce [wug] answers,The fierce [wug] answer,The fierce [wugs] answer,The fierce [wugs] answers,7,7,f8db345a-c747-4c60-ac4e-448b0439148d,9dfa16d4-e866-4ffd-9946-79e81d06efd5,12163db9-7daa-47a5-b1e5-8b0eb9cace21
632,test,verb,0,target_verb_att0_opp,[wug],[wugs],recognizes,recognize,The spotted [wug],The spotted [wugs],The spotted [wug] recognizes,The spotted [wug] recognize,The spotted [wugs] recognize,The spotted [wugs] recognizes,7,7,170b6b9d-5e96-49da-8bb4-8c7ea92b72d6,bb02b8df-1bba-4cc6-9407-1aa515a09ba3,1dca99ae-c1f6-442a-89f6-ec26bbd566e5
633,test,verb,0,target_verb_att0_opp,[wug],[wugs],scratches,scratch,The clumsy [wug],The clumsy [wugs],The clumsy [wug] scratches,The clumsy [wug] scratch,The clumsy [wugs] scratch,The clumsy [wugs] scratches,7,7,77a6cd46-785f-475f-9e48-e33a43cee35a,5bb61b3c-8f7f-4555-9904-6424e9343c43,81209ba6-1c8e-406f-8331-363967e6d6a7
634,test,verb,0,target_verb_att0_opp,[wug],[wugs],rows,row,The sturdy [wug],The sturdy [wugs],The sturdy [wug] rows,The sturdy [wug] row,The sturdy [wugs] row,The sturdy [wugs] rows,7,7,c4ad71b8-f85b-4854-b498-90d7771fb320,92965bbb-d718-410c-9076-4c1ed52476cb,86429054-79a9-4274-bee0-918c71e656de
635,test,verb,0,target_verb_att0_opp,[wug],[wugs],scratches,scratch,The spotted [wug],The spotted [wugs],The spotted [wug] scratches,The spotted [wug] scratch,The spotted [wugs] scratch,The spotted [wugs] scratches,7,7,231f40c8-2173-4c2d-8928-5431740515cd,6b31c182-a11d-4191-a39d-8c67b855ac5e,daf62538-6821-4011-9150-fe2cb6155fe7
636,test,verb,0,target_verb_att0_opp,[wug],[wugs],drops,drop,The fierce [wug],The fierce [wugs],The fierce [wug] drops,The fierce [wug] drop,The fierce [wugs] drop,The fierce [wugs] drops,7,7,b30eb1c2-5b56-4a8a-b36e-741c20ec6058,da273870-d0cf-4397-91bf-3540458a35f9,96136f68-5541-4519-a92e-6317256bec37
637,test,verb,0,target_verb_att0_opp,[wug],[wugs],shares,share,The tiny [wug],The tiny [wugs],The tiny [wug] shares,The tiny [wug] share,The tiny [wugs] share,The tiny [wugs] shares,7,7,aea2d014-6840-4343-ad21-90ffd76dbd87,52b1b99b-5cfb-4207-a1f5-1c4ba0a15cc9,129bf7c6-6d0e-40fa-82cc-b359039bee0c
638,test,verb,0,target_verb_att0_opp,[wug],[wugs],waves,wave,The gentle [wug],The gentle [wugs],The gentle [wug] waves,The gentle [wug] wave,The gentle [wugs] wave,The gentle [wugs] waves,7,7,67468fb6-29fe-487d-a78a-e8ed2d1fafb9,5f7812e9-4b77-4879-815d-f420753ab0d3,d5ff955a-95bd-448a-bc9c-cae3486433f1
639,test,verb,0,target_verb_att0_opp,[wug],[wugs],is,are,The bold [wug],The bold [wugs],The bold [wug] is,The bold [wug] are,The bold [wugs] are,The bold [wugs] is,7,7,522a7022-8b07-48c6-9a96-99d52fa9e4e1,8b8940c6-a069-4171-8444-813fca02a7bf,2dba73e1-6685-460c-942c-3bcede6c29ca
640,test,verb,0,target_verb_att0_opp,[wug],[wugs],follows,follow,The fierce [wug],The fierce [wugs],The fierce [wug] follows,The fierce [wug] follow,The fierce [wugs] follow,The fierce [wugs] follows,7,7,de078576-f4a6-4097-8f3f-da390a238294,6690be32-3476-4853-ad98-a0b533895a06,039ff9e5-14f8-4985-ae66-5fddf8eb5d6b
